Unnamed: 0,delta,tau,gamma,beta_s,beta_h,beta_c,c_w,c_c,r_w,r_c,y
149,0.8525390625,0.4912109375,0.0576171875,14.66796875,17.67578125,9.00390625,73.92578125,0.68359375,32.12890625,6.34765625,0.024320909665192673
150,0.8525390625,0.4912109375,0.0576171875,14.66796875,17.67578125,9.00390625,49.90234375,78.41796875,32.12890625,6.34765625,0.1301326595072647
151,0.8525390625,0.4912109375,0.0576171875,14.66796875,17.67578125,9.00390625,49.90234375,0.68359375,25.29296875,6.34765625,0.08970309538850284
152,0.8525390625,0.4912109375,0.0576171875,14.66796875,17.67578125,9.00390625,49.90234375,0.68359375,32.12890625,54.00390625,0.0574857864813645
153,0.8525390625,0.4912109375,0.0576171875,14.66796875,17.67578125,9.00390625,49.90234375,0.68359375,32.12890625,6.34765625,0.08117498420720151
154,0.1279296875,0.8759765625,0.5791015625,17.32421875,6.66015625,18.80859375,23.92578125,28.41796875,75.29296875,4.00390625,0.06854074542008844
155,0.3525390625,0.8759765625,0.5791015625,17.32421875,6.66015625,18.80859375,23.92578125,28.41796875,75.29296875,4.00390625,0.008843967150979154
156,0.1279296875,0.9912109375,0.5791015625,17.32421875,6.66015625,18.80859375,23.92578125,28.41796875,75.29296875,4.00390625,0.11749842072015161
157,0.1279296875,0.8759765625,0.5576171875,17.32421875,6.66015625,18.80859375,23.92578125,28.41796875,75.29296875,4.00390625,0.0574857864813645
158,0.1279296875,0.8759765625,0.5791015625,4.66796875,6.66015625,18.80859375,23.92578125,28.41796875,75.29296875,4.00390625,0.0622236260265319
159,0.1279296875,0.8759765625,0.5791015625,17.32421875,7.67578125,18.80859375,23.92578125,28.41796875,75.29296875,4.00390625,0.1231838281743525
160,0.1279296875,0.8759765625,0.5791015625,17.32421875,6.66015625,19.00390625,23.92578125,28.41796875,75.29296875,4.00390625,0.12602653190145294
161,0.1279296875,0.8759765625,0.5791015625,17.32421875,6.66015625,18.80859375,99.90234375,28.41796875,75.29296875,4.00390625,0.053063802905874924
162,0.1279296875,0.8759765625,0.5791015625,17.32421875,6.66015625,18.80859375,23.92578125,50.68359375,75.29296875,4.00390625,0.03695514845230575
163,0.1279296875,0.8759765625,0.5791015625,17.32421875,6.66015625,18.80859375,23.92578125,28.41796875,82.12890625,4.00390625,0.11433986102337335
164,0.1279296875,0.8759765625,0.5791015625,17.32421875,6.66015625,18.80859375,23.92578125,28.41796875,75.29296875,56.34765625,0.026531901452937462
165,0.1279296875,0.9912109375,0.5576171875,4.66796875,7.67578125,19.00390625,99.90234375,50.68359375,82.12890625,56.34765625,0.15097915350600127
166,0.3525390625,0.8759765625,0.5576171875,4.66796875,7.67578125,19.00390625,99.90234375,50.68359375,82.12890625,56.34765625,0.10675931775110549
167,0.3525390625,0.9912109375,0.5791015625,4.66796875,7.67578125,19.00390625,99.90234375,50.68359375,82.12890625,56.34765625,0.03506001263423879
168,0.3525390625,0.9912109375,0.5576171875,17.32421875,7.67578125,19.00390625,99.90234375,50.68359375,82.12890625,56.34765625,0.01737207833228048
169,0.3525390625,0.9912109375,0.5576171875,4.66796875,6.66015625,19.00390625,99.90234375,50.68359375,82.12890625,56.34765625,0.05590650663297536
170,0.3525390625,0.9912109375,0.5576171875,4.66796875,7.67578125,18.80859375,99.90234375,50.68359375,82.12890625,56.34765625,0.021794061907770057
171,0.3525390625,0.9912109375,0.5576171875,4.66796875,7.67578125,19.00390625,23.92578125,50.68359375,82.12890625,56.34765625,0.0704358812381554
172,0.3525390625,0.9912109375,0.5576171875,4.66796875,7.67578125,19.00390625,99.90234375,28.41796875,82.12890625,56.34765625,0.012002526847757423
173,0.3525390625,0.9912109375,0.5576171875,4.66796875,7.67578125,19.00390625,99.90234375,50.68359375,75.29296875,56.34765625,0.0445356917245736
174,0.3525390625,0.9912109375,0.5576171875,4.66796875,7.67578125,19.00390625,99.90234375,50.68359375,82.12890625,4.00390625,0.07675300063171193
175,0.3525390625,0.9912109375,0.5576171875,4.66796875,7.67578125,19.00390625,99.90234375,50.68359375,82.12890625,56.34765625,0.049589387239418824
176,0.1904296875,0.0634765625,0.0166015625,11.07421875,17.91015625,15.05859375,92.67578125,9.66796875,56.54296875,72.75390625,0.032217308907138344
177,0.2900390625,0.0634765625,0.0166015625,11.07421875,17.91015625,15.05859375,92.67578125,9.66796875,56.54296875,72.75390625,0.015792798483891344
178,0.1904296875,0.8037109375,0.0166015625,11.07421875,17.91015625,15.05859375,92.67578125,9.66796875,56.54296875,72.75390625,0.07580543272267846
179,0.1904296875,0.0634765625,0.8701171875,11.07421875,17.91015625,15.05859375,92.67578125,9.66796875,56.54296875,72.75390625,0.03095388502842704
180,0.1904296875,0.0634765625,0.0166015625,13.41796875,17.91015625,15.05859375,92.67578125,9.66796875,56.54296875,72.75390625,0.035691724573594444
181,0.1904296875,0.0634765625,0.0166015625,11.07421875,11.42578125,15.05859375,92.67578125,9.66796875,56.54296875,72.75390625,0.08938723941882501
182,0.1904296875,0.0634765625,0.0166015625,11.07421875,17.91015625,2.75390625,92.67578125,9.66796875,56.54296875,72.75390625,0.039481996209728365
183,0.1904296875,0.0634765625,0.0166015625,11.07421875,17.91015625,15.05859375,6.15234375,9.66796875,56.54296875,72.75390625,0.05653821857233102
184,0.1904296875,0.0634765625,0.0166015625,11.07421875,17.91015625,15.05859375,92.67578125,44.43359375,56.54296875,72.75390625,0.06032849020846494
