Unnamed: 0,delta,tau,gamma,beta_s,beta_h,beta_c,c_w,c_c,r_w,r_c,y
2897,0.0283203125,0.1279296875,0.2490234375,9.58984375,16.42578125,16.26953125,5.76171875,22.94921875,15.33203125,24.70703125,0.04200884396715098
2898,0.0283203125,0.1279296875,0.2490234375,9.58984375,0.41015625,9.82421875,5.76171875,22.94921875,15.33203125,24.70703125,0.018003790271636132
2899,0.0283203125,0.1279296875,0.2490234375,9.58984375,0.41015625,16.26953125,50.09765625,22.94921875,15.33203125,24.70703125,0.04611497157296273
2900,0.0283203125,0.1279296875,0.2490234375,9.58984375,0.41015625,16.26953125,5.76171875,59.27734375,15.33203125,24.70703125,0.10107391029690461
2901,0.0283203125,0.1279296875,0.2490234375,9.58984375,0.41015625,16.26953125,5.76171875,22.94921875,23.33984375,24.70703125,0.10233733417561591
2902,0.0283203125,0.1279296875,0.2490234375,9.58984375,0.41015625,16.26953125,5.76171875,22.94921875,15.33203125,48.14453125,0.008843967150979154
2903,0.0283203125,0.1279296875,0.2490234375,9.58984375,0.41015625,16.26953125,5.76171875,22.94921875,15.33203125,24.70703125,0.08938723941882501
2904,0.3896484375,0.4580078125,0.1220703125,3.49609375,18.92578125,2.32421875,12.59765625,21.77734375,60.83984375,60.64453125,0.05180037902716361
2905,0.6533203125,0.4580078125,0.1220703125,3.49609375,18.92578125,2.32421875,12.59765625,21.77734375,60.83984375,60.64453125,0.052747946936197096
2906,0.3896484375,0.0029296875,0.1220703125,3.49609375,18.92578125,2.32421875,12.59765625,21.77734375,60.83984375,60.64453125,0.13108022741629816
2907,0.3896484375,0.4580078125,0.6240234375,3.49609375,18.92578125,2.32421875,12.59765625,21.77734375,60.83984375,60.64453125,0.032849020846494
2908,0.3896484375,0.4580078125,0.1220703125,2.08984375,18.92578125,2.32421875,12.59765625,21.77734375,60.83984375,60.64453125,0.10833859759949463
2909,0.3896484375,0.4580078125,0.1220703125,3.49609375,2.91015625,2.32421875,12.59765625,21.77734375,60.83984375,60.64453125,0.07359444093493367
2910,0.3896484375,0.4580078125,0.1220703125,3.49609375,18.92578125,18.76953125,12.59765625,21.77734375,60.83984375,60.64453125,0.09286165508528112
2911,0.3896484375,0.4580078125,0.1220703125,3.49609375,18.92578125,2.32421875,18.26171875,21.77734375,60.83984375,60.64453125,0.04769425142135186
2912,0.3896484375,0.4580078125,0.1220703125,3.49609375,18.92578125,2.32421875,12.59765625,10.44921875,60.83984375,60.64453125,0.06759317751105495
2913,0.3896484375,0.4580078125,0.1220703125,3.49609375,18.92578125,2.32421875,12.59765625,21.77734375,52.83203125,60.64453125,0.016108654453569172
2914,0.3896484375,0.4580078125,0.1220703125,3.49609375,18.92578125,2.32421875,12.59765625,21.77734375,60.83984375,87.20703125,0.09633607075173721
2915,0.3896484375,0.0029296875,0.6240234375,2.08984375,2.91015625,18.76953125,18.26171875,10.44921875,52.83203125,87.20703125,0.08149084017687934
2916,0.6533203125,0.4580078125,0.6240234375,2.08984375,2.91015625,18.76953125,18.26171875,10.44921875,52.83203125,87.20703125,0.04390397978521794
2917,0.6533203125,0.0029296875,0.1220703125,2.08984375,2.91015625,18.76953125,18.26171875,10.44921875,52.83203125,87.20703125,0.009791535060012634
2918,0.6533203125,0.0029296875,0.6240234375,3.49609375,2.91015625,18.76953125,18.26171875,10.44921875,52.83203125,87.20703125,0.006948831332912192
2919,0.6533203125,0.0029296875,0.6240234375,2.08984375,18.92578125,18.76953125,18.26171875,10.44921875,52.83203125,87.20703125,0.013581806696146557
2920,0.6533203125,0.0029296875,0.6240234375,2.08984375,2.91015625,2.32421875,18.26171875,10.44921875,52.83203125,87.20703125,0.006948831332912192
2921,0.6533203125,0.0029296875,0.6240234375,2.08984375,2.91015625,18.76953125,12.59765625,10.44921875,52.83203125,87.20703125,0.09570435881238155
2922,0.6533203125,0.0029296875,0.6240234375,2.08984375,2.91015625,18.76953125,18.26171875,21.77734375,52.83203125,87.20703125,0.010739102969046115
2923,0.6533203125,0.0029296875,0.6240234375,2.08984375,2.91015625,18.76953125,18.26171875,10.44921875,60.83984375,87.20703125,0.034112444725205304
2924,0.6533203125,0.0029296875,0.6240234375,2.08984375,2.91015625,18.76953125,18.26171875,10.44921875,52.83203125,60.64453125,0.0704358812381554
2925,0.6533203125,0.0029296875,0.6240234375,2.08984375,2.91015625,18.76953125,18.26171875,10.44921875,52.83203125,87.20703125,0.029058749210360075
2926,0.8896484375,0.9580078125,0.6220703125,13.49609375,8.92578125,12.32421875,62.59765625,71.77734375,10.83984375,10.64453125,0.056854074542008845
2927,0.1533203125,0.9580078125,0.6220703125,13.49609375,8.92578125,12.32421875,62.59765625,71.77734375,10.83984375,10.64453125,0.017056222362602652
2928,0.8896484375,0.5029296875,0.6220703125,13.49609375,8.92578125,12.32421875,62.59765625,71.77734375,10.83984375,10.64453125,0.06253948199620973
2929,0.8896484375,0.9580078125,0.1240234375,13.49609375,8.92578125,12.32421875,62.59765625,71.77734375,10.83984375,10.64453125,0.01831964624131396
2930,0.8896484375,0.9580078125,0.6220703125,12.08984375,8.92578125,12.32421875,62.59765625,71.77734375,10.83984375,10.64453125,0.16361339229311433
2931,0.8896484375,0.9580078125,0.6220703125,13.49609375,12.91015625,12.32421875,62.59765625,71.77734375,10.83984375,10.64453125,0.06443461781427669
2932,0.8896484375,0.9580078125,0.6220703125,13.49609375,8.92578125,8.76953125,62.59765625,71.77734375,10.83984375,10.64453125,0.11781427668982944
2933,0.8896484375,0.9580078125,0.6220703125,13.49609375,8.92578125,12.32421875,68.26171875,71.77734375,10.83984375,10.64453125,0.011686670878079595
2934,0.8896484375,0.9580078125,0.6220703125,13.49609375,8.92578125,12.32421875,62.59765625,60.44921875,10.83984375,10.64453125,0.006001263423878711
2935,0.8896484375,0.9580078125,0.6220703125,13.49609375,8.92578125,12.32421875,62.59765625,71.77734375,2.83203125,10.64453125,0.020846493998736577
2936,0.8896484375,0.9580078125,0.6220703125,13.49609375,8.92578125,12.32421875,62.59765625,71.77734375,10.83984375,37.20703125,0.025584333543903978
2937,0.8896484375,0.5029296875,0.1240234375,12.08984375,12.91015625,8.76953125,68.26171875,60.44921875,2.83203125,37.20703125,0.06190777005685408
2938,0.1533203125,0.9580078125,0.1240234375,12.08984375,12.91015625,8.76953125,68.26171875,60.44921875,2.83203125,37.20703125,0.07233101705622236
2939,0.1533203125,0.5029296875,0.6220703125,12.08984375,12.91015625,8.76953125,68.26171875,60.44921875,2.83203125,37.20703125,0.01926721415034744
2940,0.1533203125,0.5029296875,0.1240234375,13.49609375,12.91015625,8.76953125,68.26171875,60.44921875,2.83203125,37.20703125,0.06253948199620973
2941,0.1533203125,0.5029296875,0.1240234375,12.08984375,8.92578125,8.76953125,68.26171875,60.44921875,2.83203125,37.20703125,0.023689197725837018
2942,0.1533203125,0.5029296875,0.1240234375,12.08984375,12.91015625,12.32421875,68.26171875,60.44921875,2.83203125,37.20703125,0.07548957675300064
2943,0.1533203125,0.5029296875,0.1240234375,12.08984375,12.91015625,8.76953125,62.59765625,60.44921875,2.83203125,37.20703125,0.016108654453569172
2944,0.1533203125,0.5029296875,0.1240234375,12.08984375,12.91015625,8.76953125,68.26171875,71.77734375,2.83203125,37.20703125,0.05559065066329753
2945,0.1533203125,0.5029296875,0.1240234375,12.08984375,12.91015625,8.76953125,68.26171875,60.44921875,10.83984375,37.20703125,0.08938723941882501
2946,0.1533203125,0.5029296875,0.1240234375,12.08984375,12.91015625,8.76953125,68.26171875,60.44921875,2.83203125,10.64453125,0.04769425142135186
2947,0.1533203125,0.5029296875,0.1240234375,12.08984375,12.91015625,8.76953125,68.26171875,60.44921875,2.83203125,37.20703125,0.014529374605180037
2948,0.6396484375,0.2080078125,0.3720703125,8.49609375,3.92578125,17.32421875,37.59765625,96.77734375,35.83984375,35.64453125,0.006317119393556538
2949,0.4033203125,0.2080078125,0.3720703125,8.49609375,3.92578125,17.32421875,37.59765625,96.77734375,35.83984375,35.64453125,0.07675300063171193
2950,0.6396484375,0.7529296875,0.3720703125,8.49609375,3.92578125,17.32421875,37.59765625,96.77734375,35.83984375,35.64453125,0.015161086544535692
2951,0.6396484375,0.2080078125,0.8740234375,8.49609375,3.92578125,17.32421875,37.59765625,96.77734375,35.83984375,35.64453125,0.04769425142135186
2952,0.6396484375,0.2080078125,0.3720703125,7.08984375,3.92578125,17.32421875,37.59765625,96.77734375,35.83984375,35.64453125,0.04200884396715098
2953,0.6396484375,0.2080078125,0.3720703125,8.49609375,17.91015625,17.32421875,37.59765625,96.77734375,35.83984375,35.64453125,0.058749210360075806
2954,0.6396484375,0.2080078125,0.3720703125,8.49609375,3.92578125,13.76953125,37.59765625,96.77734375,35.83984375,35.64453125,0.03126974099810487
2955,0.6396484375,0.2080078125,0.3720703125,8.49609375,3.92578125,17.32421875,93.26171875,96.77734375,35.83984375,35.64453125,0.022741629816803537
2956,0.6396484375,0.2080078125,0.3720703125,8.49609375,3.92578125,17.32421875,37.59765625,35.44921875,35.83984375,35.64453125,0.024952621604548326
2957,0.6396484375,0.2080078125,0.3720703125,8.49609375,3.92578125,17.32421875,37.59765625,96.77734375,27.83203125,35.64453125,0.05527479469361971
2958,0.6396484375,0.2080078125,0.3720703125,8.49609375,3.92578125,17.32421875,37.59765625,96.77734375,35.83984375,62.20703125,0.018003790271636132
2959,0.6396484375,0.7529296875,0.8740234375,7.08984375,17.91015625,13.76953125,93.26171875,35.44921875,27.83203125,62.20703125,0.04390397978521794
2960,0.4033203125,0.2080078125,0.8740234375,7.08984375,17.91015625,13.76953125,93.26171875,35.44921875,27.83203125,62.20703125,0.03158559696778269
2961,0.4033203125,0.7529296875,0.3720703125,7.08984375,17.91015625,13.76953125,93.26171875,35.44921875,27.83203125,62.20703125,0.04832596336070752
2962,0.4033203125,0.7529296875,0.8740234375,8.49609375,17.91015625,13.76953125,93.26171875,35.44921875,27.83203125,62.20703125,0.0018951358180669614
2963,0.4033203125,0.7529296875,0.8740234375,7.08984375,3.92578125,13.76953125,93.26171875,35.44921875,27.83203125,62.20703125,0.011686670878079595
2964,0.4033203125,0.7529296875,0.8740234375,7.08984375,17.91015625,17.32421875,93.26171875,35.44921875,27.83203125,62.20703125,0.010739102969046115
2965,0.4033203125,0.7529296875,0.8740234375,7.08984375,17.91015625,13.76953125,37.59765625,35.44921875,27.83203125,62.20703125,0.024320909665192673
2966,0.4033203125,0.7529296875,0.8740234375,7.08984375,17.91015625,13.76953125,93.26171875,96.77734375,27.83203125,62.20703125,0.11181301326595072
2967,0.4033203125,0.7529296875,0.8740234375,7.08984375,17.91015625,13.76953125,93.26171875,35.44921875,35.83984375,62.20703125,0.05843335439039798
2968,0.4033203125,0.7529296875,0.8740234375,7.08984375,17.91015625,13.76953125,93.26171875,35.44921875,27.83203125,35.64453125,0.028111181301326595
2969,0.4033203125,0.7529296875,0.8740234375,7.08984375,17.91015625,13.76953125,93.26171875,35.44921875,27.83203125,62.20703125,0.025584333543903978
2970,0.1396484375,0.7080078125,0.8720703125,18.49609375,13.92578125,7.32421875,87.59765625,46.77734375,85.83984375,85.64453125,0.049273531269740996
2971,0.9033203125,0.7080078125,0.8720703125,18.49609375,13.92578125,7.32421875,87.59765625,46.77734375,85.83984375,85.64453125,0.07454200884396715
2972,0.1396484375,0.2529296875,0.8720703125,18.49609375,13.92578125,7.32421875,87.59765625,46.77734375,85.83984375,85.64453125,0.05811749842072015
2973,0.1396484375,0.7080078125,0.3740234375,18.49609375,13.92578125,7.32421875,87.59765625,46.77734375,85.83984375,85.64453125,0.09191408717624763
2974,0.1396484375,0.7080078125,0.8720703125,17.08984375,13.92578125,7.32421875,87.59765625,46.77734375,85.83984375,85.64453125,0.08085912823752368
2975,0.1396484375,0.7080078125,0.8720703125,18.49609375,7.91015625,7.32421875,87.59765625,46.77734375,85.83984375,85.64453125,0.1162349968414403
2976,0.1396484375,0.7080078125,0.8720703125,18.49609375,13.92578125,3.76953125,87.59765625,46.77734375,85.83984375,85.64453125,0.008843967150979154
2977,0.1396484375,0.7080078125,0.8720703125,18.49609375,13.92578125,7.32421875,43.26171875,46.77734375,85.83984375,85.64453125,0.06001263423878711
2978,0.1396484375,0.7080078125,0.8720703125,18.49609375,13.92578125,7.32421875,87.59765625,85.44921875,85.83984375,85.64453125,0.06917245735944409
2979,0.1396484375,0.7080078125,0.8720703125,18.49609375,13.92578125,7.32421875,87.59765625,46.77734375,77.83203125,85.64453125,0.004421983575489577
2980,0.1396484375,0.7080078125,0.8720703125,18.49609375,13.92578125,7.32421875,87.59765625,46.77734375,85.83984375,12.20703125,0.059065066329753634
2981,0.1396484375,0.2529296875,0.3740234375,17.08984375,7.91015625,3.76953125,43.26171875,85.44921875,77.83203125,12.20703125,0.027163613392293114
2982,0.9033203125,0.7080078125,0.3740234375,17.08984375,7.91015625,3.76953125,43.26171875,85.44921875,77.83203125,12.20703125,0.0066329753632343655
2983,0.9033203125,0.2529296875,0.8720703125,17.08984375,7.91015625,3.76953125,43.26171875,85.44921875,77.83203125,12.20703125,0.05022109917877448
2984,0.9033203125,0.2529296875,0.3740234375,18.49609375,7.91015625,3.76953125,43.26171875,85.44921875,77.83203125,12.20703125,0.04832596336070752
2985,0.9033203125,0.2529296875,0.3740234375,17.08984375,13.92578125,3.76953125,43.26171875,85.44921875,77.83203125,12.20703125,0.0868603916614024
2986,0.9033203125,0.2529296875,0.3740234375,17.08984375,7.91015625,7.32421875,43.26171875,85.44921875,77.83203125,12.20703125,0.05432722678458623
2987,0.9033203125,0.2529296875,0.3740234375,17.08984375,7.91015625,3.76953125,87.59765625,85.44921875,77.83203125,12.20703125,0.016740366392924828
2988,0.9033203125,0.2529296875,0.3740234375,17.08984375,7.91015625,3.76953125,43.26171875,46.77734375,77.83203125,12.20703125,0.04390397978521794
2989,0.9033203125,0.2529296875,0.3740234375,17.08984375,7.91015625,3.76953125,43.26171875,85.44921875,85.83984375,12.20703125,0.0457991156032849
2990,0.9033203125,0.2529296875,0.3740234375,17.08984375,7.91015625,3.76953125,43.26171875,85.44921875,77.83203125,85.64453125,0.0445356917245736
2991,0.9033203125,0.2529296875,0.3740234375,17.08984375,7.91015625,3.76953125,43.26171875,85.44921875,77.83203125,12.20703125,0.016424510423247
2992,0.2021484375,0.2705078125,0.3095703125,14.74609375,0.17578125,8.57421875,18.84765625,15.52734375,54.58984375,41.89453125,0.06727732154137714
2993,0.9658203125,0.2705078125,0.3095703125,14.74609375,0.17578125,8.57421875,18.84765625,15.52734375,54.58984375,41.89453125,0.0574857864813645
2994,0.2021484375,0.4404296875,0.3095703125,14.74609375,0.17578125,8.57421875,18.84765625,15.52734375,54.58984375,41.89453125,0.03126974099810487
2995,0.2021484375,0.2705078125,0.0615234375,14.74609375,0.17578125,8.57421875,18.84765625,15.52734375,54.58984375,41.89453125,0.03316487681617183
2996,0.2021484375,0.2705078125,0.3095703125,5.83984375,0.17578125,8.57421875,18.84765625,15.52734375,54.58984375,41.89453125,0.018635502210991788
2997,0.2021484375,0.2705078125,0.3095703125,14.74609375,11.66015625,8.57421875,18.84765625,15.52734375,54.58984375,41.89453125,0.041377132027795326
2998,0.2021484375,0.2705078125,0.3095703125,14.74609375,0.17578125,17.51953125,18.84765625,15.52734375,54.58984375,41.89453125,0.15476942514213518
2999,0.2021484375,0.2705078125,0.3095703125,14.74609375,0.17578125,8.57421875,62.01171875,15.52734375,54.58984375,41.89453125,0.05243209096651927
3000,0.2021484375,0.2705078125,0.3095703125,14.74609375,0.17578125,8.57421875,18.84765625,16.69921875,54.58984375,41.89453125,0.08464939987365762
3001,0.2021484375,0.2705078125,0.3095703125,14.74609375,0.17578125,8.57421875,18.84765625,15.52734375,59.08203125,41.89453125,0.06948831332912192
3002,0.2021484375,0.2705078125,0.3095703125,14.74609375,0.17578125,8.57421875,18.84765625,15.52734375,54.58984375,68.45703125,0.025268477574226154
3003,0.2021484375,0.4404296875,0.0615234375,5.83984375,11.66015625,17.51953125,62.01171875,16.69921875,59.08203125,68.45703125,0.016424510423247
3004,0.9658203125,0.2705078125,0.0615234375,5.83984375,11.66015625,17.51953125,62.01171875,16.69921875,59.08203125,68.45703125,0.014529374605180037
3005,0.9658203125,0.4404296875,0.3095703125,5.83984375,11.66015625,17.51953125,62.01171875,16.69921875,59.08203125,68.45703125,0.05843335439039798
3006,0.9658203125,0.4404296875,0.0615234375,14.74609375,11.66015625,17.51953125,62.01171875,16.69921875,59.08203125,68.45703125,0.11749842072015161
3007,0.9658203125,0.4404296875,0.0615234375,5.83984375,0.17578125,17.51953125,62.01171875,16.69921875,59.08203125,68.45703125,0.04421983575489577
3008,0.9658203125,0.4404296875,0.0615234375,5.83984375,11.66015625,8.57421875,62.01171875,16.69921875,59.08203125,68.45703125,0.007264687302590019
3009,0.9658203125,0.4404296875,0.0615234375,5.83984375,11.66015625,17.51953125,18.84765625,16.69921875,59.08203125,68.45703125,0.06664560960202148
3010,0.9658203125,0.4404296875,0.0615234375,5.83984375,11.66015625,17.51953125,62.01171875,15.52734375,59.08203125,68.45703125,0.10012634238787113
3011,0.9658203125,0.4404296875,0.0615234375,5.83984375,11.66015625,17.51953125,62.01171875,16.69921875,54.58984375,68.45703125,0.05938092229943146
3012,0.9658203125,0.4404296875,0.0615234375,5.83984375,11.66015625,17.51953125,62.01171875,16.69921875,59.08203125,41.89453125,0.10075805432722679
3013,0.9658203125,0.4404296875,0.0615234375,5.83984375,11.66015625,17.51953125,62.01171875,16.69921875,59.08203125,68.45703125,0.047378395451674035
3014,0.7021484375,0.7705078125,0.8095703125,4.74609375,10.17578125,18.57421875,68.84765625,65.52734375,4.58984375,91.89453125,0.056854074542008845
3015,0.4658203125,0.7705078125,0.8095703125,4.74609375,10.17578125,18.57421875,68.84765625,65.52734375,4.58984375,91.89453125,0.03095388502842704
3016,0.7021484375,0.9404296875,0.8095703125,4.74609375,10.17578125,18.57421875,68.84765625,65.52734375,4.58984375,91.89453125,0.05716993051168667
3017,0.7021484375,0.7705078125,0.5615234375,4.74609375,10.17578125,18.57421875,68.84765625,65.52734375,4.58984375,91.89453125,0.05653821857233102
3018,0.7021484375,0.7705078125,0.8095703125,15.83984375,10.17578125,18.57421875,68.84765625,65.52734375,4.58984375,91.89453125,0.056854074542008845
3019,0.7021484375,0.7705078125,0.8095703125,4.74609375,1.66015625,18.57421875,68.84765625,65.52734375,4.58984375,91.89453125,0.025268477574226154
3020,0.7021484375,0.7705078125,0.8095703125,4.74609375,10.17578125,7.51953125,68.84765625,65.52734375,4.58984375,91.89453125,0.013265950726468731
3021,0.7021484375,0.7705078125,0.8095703125,4.74609375,10.17578125,18.57421875,12.01171875,65.52734375,4.58984375,91.89453125,0.08464939987365762
3022,0.7021484375,0.7705078125,0.8095703125,4.74609375,10.17578125,18.57421875,68.84765625,66.69921875,4.58984375,91.89453125,0.02053063802905875
3023,0.7021484375,0.7705078125,0.8095703125,4.74609375,10.17578125,18.57421875,68.84765625,65.52734375,9.08203125,91.89453125,0.014529374605180037
3024,0.7021484375,0.7705078125,0.8095703125,4.74609375,10.17578125,18.57421875,68.84765625,65.52734375,4.58984375,18.45703125,0.004737839545167404
3025,0.7021484375,0.9404296875,0.5615234375,15.83984375,1.66015625,7.51953125,12.01171875,66.69921875,9.08203125,18.45703125,0.06759317751105495
3026,0.4658203125,0.7705078125,0.5615234375,15.83984375,1.66015625,7.51953125,12.01171875,66.69921875,9.08203125,18.45703125,0.013897662665824383
3027,0.4658203125,0.9404296875,0.8095703125,15.83984375,1.66015625,7.51953125,12.01171875,66.69921875,9.08203125,18.45703125,0.025268477574226154
3028,0.4658203125,0.9404296875,0.5615234375,4.74609375,1.66015625,7.51953125,12.01171875,66.69921875,9.08203125,18.45703125,0.017056222362602652
3029,0.4658203125,0.9404296875,0.5615234375,15.83984375,10.17578125,7.51953125,12.01171875,66.69921875,9.08203125,18.45703125,0.08149084017687934
3030,0.4658203125,0.9404296875,0.5615234375,15.83984375,1.66015625,18.57421875,12.01171875,66.69921875,9.08203125,18.45703125,0.012002526847757423
3031,0.4658203125,0.9404296875,0.5615234375,15.83984375,1.66015625,7.51953125,68.84765625,66.69921875,9.08203125,18.45703125,0.02147820593809223
3032,0.4658203125,0.9404296875,0.5615234375,15.83984375,1.66015625,7.51953125,12.01171875,65.52734375,9.08203125,18.45703125,0.07201516108654453
3033,0.4658203125,0.9404296875,0.5615234375,15.83984375,1.66015625,7.51953125,12.01171875,66.69921875,4.58984375,18.45703125,0.032849020846494
3034,0.4658203125,0.9404296875,0.5615234375,15.83984375,1.66015625,7.51953125,12.01171875,66.69921875,9.08203125,91.89453125,0.012634238787113077
3035,0.4658203125,0.9404296875,0.5615234375,15.83984375,1.66015625,7.51953125,12.01171875,66.69921875,9.08203125,18.45703125,0.017687934301958308
3036,0.9521484375,0.0205078125,0.0595703125,19.74609375,15.17578125,13.57421875,43.84765625,90.52734375,29.58984375,66.89453125,0.12539481996209728
3037,0.2158203125,0.0205078125,0.0595703125,19.74609375,15.17578125,13.57421875,43.84765625,90.52734375,29.58984375,66.89453125,0.014213518635502211
3038,0.9521484375,0.6904296875,0.0595703125,19.74609375,15.17578125,13.57421875,43.84765625,90.52734375,29.58984375,66.89453125,0.1162349968414403
3039,0.9521484375,0.0205078125,0.3115234375,19.74609375,15.17578125,13.57421875,43.84765625,90.52734375,29.58984375,66.89453125,0.03790271636133923
3040,0.9521484375,0.0205078125,0.0595703125,0.83984375,15.17578125,13.57421875,43.84765625,90.52734375,29.58984375,66.89453125,0.051484523057485784
3041,0.9521484375,0.0205078125,0.0595703125,19.74609375,6.66015625,13.57421875,43.84765625,90.52734375,29.58984375,66.89453125,0.04674668351231838
3042,0.9521484375,0.0205078125,0.0595703125,19.74609375,15.17578125,12.51953125,43.84765625,90.52734375,29.58984375,66.89453125,0.04074542008843967
3043,0.9521484375,0.0205078125,0.0595703125,19.74609375,15.17578125,13.57421875,37.01171875,90.52734375,29.58984375,66.89453125,0.10012634238787113
3044,0.9521484375,0.0205078125,0.0595703125,19.74609375,15.17578125,13.57421875,43.84765625,41.69921875,29.58984375,66.89453125,0.1348704990524321
3045,0.9521484375,0.0205078125,0.0595703125,19.74609375,15.17578125,13.57421875,43.84765625,90.52734375,34.08203125,66.89453125,0.11970941250789639
3046,0.9521484375,0.0205078125,0.0595703125,19.74609375,15.17578125,13.57421875,43.84765625,90.52734375,29.58984375,93.45703125,0.0445356917245736
3047,0.9521484375,0.6904296875,0.3115234375,0.83984375,6.66015625,12.51953125,37.01171875,41.69921875,34.08203125,93.45703125,0.016740366392924828
3048,0.2158203125,0.0205078125,0.3115234375,0.83984375,6.66015625,12.51953125,37.01171875,41.69921875,34.08203125,93.45703125,0.032217308907138344
3049,0.2158203125,0.6904296875,0.0595703125,0.83984375,6.66015625,12.51953125,37.01171875,41.69921875,34.08203125,93.45703125,0.0704358812381554
3050,0.2158203125,0.6904296875,0.3115234375,19.74609375,6.66015625,12.51953125,37.01171875,41.69921875,34.08203125,93.45703125,0.07738471257106759
3051,0.2158203125,0.6904296875,0.3115234375,0.83984375,15.17578125,12.51953125,37.01171875,41.69921875,34.08203125,93.45703125,0.026531901452937462
3052,0.2158203125,0.6904296875,0.3115234375,0.83984375,6.66015625,13.57421875,37.01171875,41.69921875,34.08203125,93.45703125,0.03095388502842704
3053,0.2158203125,0.6904296875,0.3115234375,0.83984375,6.66015625,12.51953125,43.84765625,41.69921875,34.08203125,93.45703125,0.002526847757422615
3054,0.2158203125,0.6904296875,0.3115234375,0.83984375,6.66015625,12.51953125,37.01171875,90.52734375,34.08203125,93.45703125,0.1399241945672773
3055,0.2158203125,0.6904296875,0.3115234375,0.83984375,6.66015625,12.51953125,37.01171875,41.69921875,29.58984375,93.45703125,0.0
3056,0.2158203125,0.6904296875,0.3115234375,0.83984375,6.66015625,12.51953125,37.01171875,41.69921875,34.08203125,66.89453125,0.033796588755527476
3057,0.2158203125,0.6904296875,0.3115234375,0.83984375,6.66015625,12.51953125,37.01171875,41.69921875,34.08203125,93.45703125,0.028427037271004423
3058,0.4521484375,0.5205078125,0.5595703125,9.74609375,5.17578125,3.57421875,93.84765625,40.52734375,79.58984375,16.89453125,0.13897662665824384
3059,0.7158203125,0.5205078125,0.5595703125,9.74609375,5.17578125,3.57421875,93.84765625,40.52734375,79.58984375,16.89453125,0.02969046114971573
3060,0.4521484375,0.1904296875,0.5595703125,9.74609375,5.17578125,3.57421875,93.84765625,40.52734375,79.58984375,16.89453125,0.009791535060012634
3061,0.4521484375,0.5205078125,0.8115234375,9.74609375,5.17578125,3.57421875,93.84765625,40.52734375,79.58984375,16.89453125,0.12349968414403033
3062,0.4521484375,0.5205078125,0.5595703125,10.83984375,5.17578125,3.57421875,93.84765625,40.52734375,79.58984375,16.89453125,0.15666456096020215
3063,0.4521484375,0.5205078125,0.5595703125,9.74609375,16.66015625,3.57421875,93.84765625,40.52734375,79.58984375,16.89453125,0.0015792798483891346
3064,0.4521484375,0.5205078125,0.5595703125,9.74609375,5.17578125,2.51953125,93.84765625,40.52734375,79.58984375,16.89453125,0.08654453569172457
3065,0.4521484375,0.5205078125,0.5595703125,9.74609375,5.17578125,3.57421875,87.01171875,40.52734375,79.58984375,16.89453125,0.026216045483259634
3066,0.4521484375,0.5205078125,0.5595703125,9.74609375,5.17578125,3.57421875,93.84765625,91.69921875,79.58984375,16.89453125,0.07106759317751106
3067,0.4521484375,0.5205078125,0.5595703125,9.74609375,5.17578125,3.57421875,93.84765625,40.52734375,84.08203125,16.89453125,0.12539481996209728
3068,0.4521484375,0.5205078125,0.5595703125,9.74609375,5.17578125,3.57421875,93.84765625,40.52734375,79.58984375,43.45703125,0.008528111181301326
3069,0.4521484375,0.1904296875,0.8115234375,10.83984375,16.66015625,2.51953125,87.01171875,91.69921875,84.08203125,43.45703125,0.0739102969046115
3070,0.7158203125,0.5205078125,0.8115234375,10.83984375,16.66015625,2.51953125,87.01171875,91.69921875,84.08203125,43.45703125,0.06632975363234365
3071,0.7158203125,0.1904296875,0.5595703125,10.83984375,16.66015625,2.51953125,87.01171875,91.69921875,84.08203125,43.45703125,0.1032849020846494
3072,0.7158203125,0.1904296875,0.8115234375,9.74609375,16.66015625,2.51953125,87.01171875,91.69921875,84.08203125,43.45703125,0.07612128869235628
3073,0.7158203125,0.1904296875,0.8115234375,10.83984375,5.17578125,2.51953125,87.01171875,91.69921875,84.08203125,43.45703125,0.018635502210991788
3074,0.7158203125,0.1904296875,0.8115234375,10.83984375,16.66015625,3.57421875,87.01171875,91.69921875,84.08203125,43.45703125,0.04895767530006317
3075,0.7158203125,0.1904296875,0.8115234375,10.83984375,16.66015625,2.51953125,93.84765625,91.69921875,84.08203125,43.45703125,0.04895767530006317
3076,0.7158203125,0.1904296875,0.8115234375,10.83984375,16.66015625,2.51953125,87.01171875,40.52734375,84.08203125,43.45703125,0.017687934301958308
3077,0.7158203125,0.1904296875,0.8115234375,10.83984375,16.66015625,2.51953125,87.01171875,91.69921875,79.58984375,43.45703125,0.0634870499052432
3078,0.7158203125,0.1904296875,0.8115234375,10.83984375,16.66015625,2.51953125,87.01171875,91.69921875,84.08203125,16.89453125,0.15161086544535693
3079,0.7158203125,0.1904296875,0.8115234375,10.83984375,16.66015625,2.51953125,87.01171875,91.69921875,84.08203125,43.45703125,0.018003790271636132
3080,0.3271484375,0.1455078125,0.9345703125,7.24609375,7.67578125,6.07421875,31.34765625,78.02734375,42.08984375,79.39453125,0.003158559696778269
3081,0.0908203125,0.1455078125,0.9345703125,7.24609375,7.67578125,6.07421875,31.34765625,78.02734375,42.08984375,79.39453125,0.05022109917877448
3082,0.3271484375,0.0654296875,0.9345703125,7.24609375,7.67578125,6.07421875,31.34765625,78.02734375,42.08984375,79.39453125,0.04485154769425142
