delta,tau,gamma,beta_s,beta_h,beta_c,c_w,c_c,r_w,r_c,y
0.0478515625,0.9521484375,0.8310546875,0.13671875,11.26953125,3.53515625,94.43359375,62.40234375,26.07421875,64.94140625,0.059046416166719295
0.0478515625,0.9521484375,0.8310546875,0.13671875,11.26953125,3.53515625,94.43359375,62.40234375,14.16015625,84.47265625,0.0012630249447426586
0.0478515625,0.9521484375,0.8310546875,0.13671875,11.26953125,3.53515625,94.43359375,62.40234375,14.16015625,64.94140625,0.0473634354278497
0.6669921875,0.2587890625,0.4462890625,0.60546875,6.81640625,18.65234375,85.64453125,32.32421875,1.07421875,59.47265625,0.0
0.2978515625,0.2587890625,0.4462890625,0.60546875,6.81640625,18.65234375,85.64453125,32.32421875,1.07421875,59.47265625,0.03283864856330913
0.6669921875,0.7021484375,0.4462890625,0.60546875,6.81640625,18.65234375,85.64453125,32.32421875,1.07421875,59.47265625,0.016419324281654563
0.6669921875,0.2587890625,0.0810546875,0.60546875,6.81640625,18.65234375,85.64453125,32.32421875,1.07421875,59.47265625,0.012946005683612252
0.6669921875,0.2587890625,0.4462890625,15.13671875,6.81640625,18.65234375,85.64453125,32.32421875,1.07421875,59.47265625,0.055888853804862644
0.6669921875,0.2587890625,0.4462890625,0.60546875,16.26953125,18.65234375,85.64453125,32.32421875,1.07421875,59.47265625,0.05683612251341964
0.6669921875,0.2587890625,0.4462890625,0.60546875,6.81640625,18.53515625,85.64453125,32.32421875,1.07421875,59.47265625,0.050205241553520685
0.6669921875,0.2587890625,0.4462890625,0.60546875,6.81640625,18.65234375,69.43359375,32.32421875,1.07421875,59.47265625,0.0
0.6669921875,0.2587890625,0.4462890625,0.60546875,6.81640625,18.65234375,85.64453125,37.40234375,1.07421875,59.47265625,0.058414903694347965
0.6669921875,0.2587890625,0.4462890625,0.60546875,6.81640625,18.65234375,85.64453125,32.32421875,39.16015625,59.47265625,0.10451531417745501
0.6669921875,0.2587890625,0.4462890625,0.60546875,6.81640625,18.65234375,85.64453125,32.32421875,1.07421875,39.94140625,0.047047679191664034
0.6669921875,0.7021484375,0.0810546875,15.13671875,16.26953125,18.53515625,69.43359375,37.40234375,39.16015625,39.94140625,0.04262709188506473
0.2978515625,0.2587890625,0.0810546875,15.13671875,16.26953125,18.53515625,69.43359375,37.40234375,39.16015625,39.94140625,0.16293021787180298
0.2978515625,0.7021484375,0.4462890625,15.13671875,16.26953125,18.53515625,69.43359375,37.40234375,39.16015625,39.94140625,0.03536469845279444
0.2978515625,0.7021484375,0.0810546875,0.60546875,16.26953125,18.53515625,69.43359375,37.40234375,39.16015625,39.94140625,0.0053678560151563
0.2978515625,0.7021484375,0.0810546875,15.13671875,6.81640625,18.53515625,69.43359375,37.40234375,39.16015625,39.94140625,0.10798863277549732
0.2978515625,0.7021484375,0.0810546875,15.13671875,16.26953125,18.65234375,69.43359375,37.40234375,39.16015625,39.94140625,0.1196716135143669
0.2978515625,0.7021484375,0.0810546875,15.13671875,16.26953125,18.53515625,85.64453125,37.40234375,39.16015625,39.94140625,0.08430691506157247
0.2978515625,0.7021484375,0.0810546875,15.13671875,16.26953125,18.53515625,69.43359375,32.32421875,39.16015625,39.94140625,0.032207136090937796
0.2978515625,0.7021484375,0.0810546875,15.13671875,16.26953125,18.53515625,69.43359375,37.40234375,1.07421875,39.94140625,0.2349226397221345
0.2978515625,0.7021484375,0.0810546875,15.13671875,16.26953125,18.53515625,69.43359375,37.40234375,39.16015625,59.47265625,0.0
0.2978515625,0.7021484375,0.0810546875,15.13671875,16.26953125,18.53515625,69.43359375,37.40234375,39.16015625,39.94140625,0.03852226081465109
0.1669921875,0.7587890625,0.9462890625,10.60546875,16.81640625,8.65234375,35.64453125,82.32421875,51.07421875,9.47265625,0.04515314177455005
0.7978515625,0.7587890625,0.9462890625,10.60546875,16.81640625,8.65234375,35.64453125,82.32421875,51.07421875,9.47265625,0.06946637196084622
0.1669921875,0.2021484375,0.9462890625,10.60546875,16.81640625,8.65234375,35.64453125,82.32421875,51.07421875,9.47265625,0.13072308178086517
0.1669921875,0.7587890625,0.5810546875,10.60546875,16.81640625,8.65234375,35.64453125,82.32421875,51.07421875,9.47265625,0.059046416166719295
0.1669921875,0.7587890625,0.9462890625,5.13671875,16.81640625,8.65234375,35.64453125,82.32421875,51.07421875,9.47265625,0.024628986422481843
0.1669921875,0.7587890625,0.9462890625,10.60546875,6.26953125,8.65234375,35.64453125,82.32421875,51.07421875,9.47265625,0.00031575623618566466
0.1669921875,0.7587890625,0.9462890625,10.60546875,16.81640625,8.53515625,35.64453125,82.32421875,51.07421875,9.47265625,0.06473002841806126
0.1669921875,0.7587890625,0.9462890625,10.60546875,16.81640625,8.65234375,19.43359375,82.32421875,51.07421875,9.47265625,0.041048310704136406
0.1669921875,0.7587890625,0.9462890625,10.60546875,16.81640625,8.65234375,35.64453125,87.40234375,51.07421875,9.47265625,0.03252289232712346
0.1669921875,0.7587890625,0.9462890625,10.60546875,16.81640625,8.65234375,35.64453125,82.32421875,89.16015625,9.47265625,0.0012630249447426586
0.1669921875,0.7587890625,0.9462890625,10.60546875,16.81640625,8.65234375,35.64453125,82.32421875,51.07421875,89.94140625,0.05557309756867698
0.1669921875,0.2021484375,0.5810546875,5.13671875,6.26953125,8.53515625,19.43359375,87.40234375,89.16015625,89.94140625,0.0053678560151563
0.7978515625,0.7587890625,0.5810546875,5.13671875,6.26953125,8.53515625,19.43359375,87.40234375,89.16015625,89.94140625,0.0
0.7978515625,0.2021484375,0.9462890625,5.13671875,6.26953125,8.53515625,19.43359375,87.40234375,89.16015625,89.94140625,0.10609409535838332
0.7978515625,0.2021484375,0.5810546875,10.60546875,6.26953125,8.53515625,19.43359375,87.40234375,89.16015625,89.94140625,0.000947268708556994
0.7978515625,0.2021484375,0.5810546875,5.13671875,16.81640625,8.53515625,19.43359375,87.40234375,89.16015625,89.94140625,0.28197031891379853
0.7978515625,0.2021484375,0.5810546875,5.13671875,6.26953125,8.65234375,19.43359375,87.40234375,89.16015625,89.94140625,0.12219766340385223
0.7978515625,0.2021484375,0.5810546875,5.13671875,6.26953125,8.53515625,35.64453125,87.40234375,89.16015625,89.94140625,0.06915061572466057
0.7978515625,0.2021484375,0.5810546875,5.13671875,6.26953125,8.53515625,19.43359375,82.32421875,89.16015625,89.94140625,0.0366277233975371
0.7978515625,0.2021484375,0.5810546875,5.13671875,6.26953125,8.53515625,19.43359375,87.40234375,51.07421875,89.94140625,0.18187559204294285
0.7978515625,0.2021484375,0.5810546875,5.13671875,6.26953125,8.53515625,19.43359375,87.40234375,89.16015625,9.47265625,0.052731291443006
0.7978515625,0.2021484375,0.5810546875,5.13671875,6.26953125,8.53515625,19.43359375,87.40234375,89.16015625,89.94140625,0.07451847173981686
0.2294921875,0.1962890625,0.3837890625,16.85546875,8.06640625,7.40234375,54.39453125,51.07421875,82.32421875,65.72265625,0.029365329965266813
0.8603515625,0.1962890625,0.3837890625,16.85546875,8.06640625,7.40234375,54.39453125,51.07421875,82.32421875,65.72265625,0.02083991158825387
0.2294921875,0.0146484375,0.3837890625,16.85546875,8.06640625,7.40234375,54.39453125,51.07421875,82.32421875,65.72265625,0.04231133564887907
0.2294921875,0.1962890625,0.7685546875,16.85546875,8.06640625,7.40234375,54.39453125,51.07421875,82.32421875,65.72265625,0.029996842437638144
0.2294921875,0.1962890625,0.3837890625,16.38671875,8.06640625,7.40234375,54.39453125,51.07421875,82.32421875,65.72265625,0.06315124723713293
0.2294921875,0.1962890625,0.3837890625,16.85546875,12.51953125,7.40234375,54.39453125,51.07421875,82.32421875,65.72265625,0.015472055573097568
0.2294921875,0.1962890625,0.3837890625,16.85546875,8.06640625,14.78515625,54.39453125,51.07421875,82.32421875,65.72265625,0.03441742974423745
0.2294921875,0.1962890625,0.3837890625,16.85546875,8.06640625,7.40234375,75.68359375,51.07421875,82.32421875,65.72265625,0.023365961477739186
0.2294921875,0.1962890625,0.3837890625,16.85546875,8.06640625,7.40234375,54.39453125,18.65234375,82.32421875,65.72265625,0.0050520997789706345
0.2294921875,0.1962890625,0.3837890625,16.85546875,8.06640625,7.40234375,54.39453125,51.07421875,70.41015625,65.72265625,0.01673508051784023
0.2294921875,0.1962890625,0.3837890625,16.85546875,8.06640625,7.40234375,54.39453125,51.07421875,82.32421875,33.69140625,0.01831386169876855
0.2294921875,0.0146484375,0.7685546875,16.38671875,12.51953125,14.78515625,75.68359375,18.65234375,70.41015625,33.69140625,0.00031575623618566466
0.8603515625,0.1962890625,0.7685546875,16.38671875,12.51953125,14.78515625,75.68359375,18.65234375,70.41015625,33.69140625,0.015472055573097568
0.8603515625,0.0146484375,0.3837890625,16.38671875,12.51953125,14.78515625,75.68359375,18.65234375,70.41015625,33.69140625,0.07799179033785918
0.8603515625,0.0146484375,0.7685546875,16.85546875,12.51953125,14.78515625,75.68359375,18.65234375,70.41015625,33.69140625,0.03725923586990843
0.8603515625,0.0146484375,0.7685546875,16.38671875,8.06640625,14.78515625,75.68359375,18.65234375,70.41015625,33.69140625,0.11809283233343859
0.8603515625,0.0146484375,0.7685546875,16.38671875,12.51953125,7.40234375,75.68359375,18.65234375,70.41015625,33.69140625,0.00031575623618566466
0.8603515625,0.0146484375,0.7685546875,16.38671875,12.51953125,14.78515625,54.39453125,18.65234375,70.41015625,33.69140625,0.03031259867382381
0.8603515625,0.0146484375,0.7685546875,16.38671875,12.51953125,14.78515625,75.68359375,51.07421875,70.41015625,33.69140625,0.011682980738869593
0.8603515625,0.0146484375,0.7685546875,16.38671875,12.51953125,14.78515625,75.68359375,18.65234375,82.32421875,33.69140625,0.10262077676034102
0.8603515625,0.0146484375,0.7685546875,16.38671875,12.51953125,14.78515625,75.68359375,18.65234375,70.41015625,65.72265625,0.0
0.8603515625,0.0146484375,0.7685546875,16.38671875,12.51953125,14.78515625,75.68359375,18.65234375,70.41015625,33.69140625,0.04231133564887907
0.7294921875,0.6962890625,0.8837890625,6.85546875,18.06640625,17.40234375,4.39453125,1.07421875,32.32421875,15.72265625,0.006315124723713293
0.3603515625,0.6962890625,0.8837890625,6.85546875,18.06640625,17.40234375,4.39453125,1.07421875,32.32421875,15.72265625,0.008209662140827282
0.7294921875,0.5146484375,0.8837890625,6.85546875,18.06640625,17.40234375,4.39453125,1.07421875,32.32421875,15.72265625,0.01768234922639722
0.7294921875,0.6962890625,0.2685546875,6.85546875,18.06640625,17.40234375,4.39453125,1.07421875,32.32421875,15.72265625,0.1152510262077676
0.7294921875,0.6962890625,0.8837890625,6.38671875,18.06640625,17.40234375,4.39453125,1.07421875,32.32421875,15.72265625,0.0006315124723713293
0.7294921875,0.6962890625,0.8837890625,6.85546875,2.51953125,17.40234375,4.39453125,1.07421875,32.32421875,15.72265625,0.00031575623618566466
0.7294921875,0.6962890625,0.8837890625,6.85546875,18.06640625,4.78515625,4.39453125,1.07421875,32.32421875,15.72265625,0.0214714240606252
0.7294921875,0.6962890625,0.8837890625,6.85546875,18.06640625,17.40234375,25.68359375,1.07421875,32.32421875,15.72265625,0.0015787811809283233
0.7294921875,0.6962890625,0.8837890625,6.85546875,18.06640625,17.40234375,4.39453125,68.65234375,32.32421875,15.72265625,0.05083675402589201
0.7294921875,0.6962890625,0.8837890625,6.85546875,18.06640625,17.40234375,4.39453125,1.07421875,20.41015625,15.72265625,0.10388380170508367
0.7294921875,0.6962890625,0.8837890625,6.85546875,18.06640625,17.40234375,4.39453125,1.07421875,32.32421875,83.69140625,0.0
0.7294921875,0.5146484375,0.2685546875,6.38671875,2.51953125,4.78515625,25.68359375,68.65234375,20.41015625,83.69140625,0.01673508051784023
0.3603515625,0.6962890625,0.2685546875,6.38671875,2.51953125,4.78515625,25.68359375,68.65234375,20.41015625,83.69140625,0.011367224502683928
0.3603515625,0.5146484375,0.8837890625,6.38671875,2.51953125,4.78515625,25.68359375,68.65234375,20.41015625,83.69140625,0.012314493211240922
0.3603515625,0.5146484375,0.2685546875,6.85546875,2.51953125,4.78515625,25.68359375,68.65234375,20.41015625,83.69140625,0.0006315124723713293
0.3603515625,0.5146484375,0.2685546875,6.38671875,18.06640625,4.78515625,25.68359375,68.65234375,20.41015625,83.69140625,0.02241869276918219
0.3603515625,0.5146484375,0.2685546875,6.38671875,2.51953125,17.40234375,25.68359375,68.65234375,20.41015625,83.69140625,0.028733817492895483
0.3603515625,0.5146484375,0.2685546875,6.38671875,2.51953125,4.78515625,4.39453125,68.65234375,20.41015625,83.69140625,0.032207136090937796
0.3603515625,0.5146484375,0.2685546875,6.38671875,2.51953125,4.78515625,25.68359375,1.07421875,20.41015625,83.69140625,0.03031259867382381
0.3603515625,0.5146484375,0.2685546875,6.38671875,2.51953125,4.78515625,25.68359375,68.65234375,32.32421875,83.69140625,0.1269340069466372
0.3603515625,0.5146484375,0.2685546875,6.38671875,2.51953125,4.78515625,25.68359375,68.65234375,20.41015625,15.72265625,0.00031575623618566466
0.3603515625,0.5146484375,0.2685546875,6.38671875,2.51953125,4.78515625,25.68359375,68.65234375,20.41015625,83.69140625,0.014524786864540574
0.9794921875,0.4462890625,0.1337890625,11.85546875,13.06640625,12.40234375,79.39453125,26.07421875,7.32421875,40.72265625,0.0
0.1103515625,0.4462890625,0.1337890625,11.85546875,13.06640625,12.40234375,79.39453125,26.07421875,7.32421875,40.72265625,0.03473318598042311
0.9794921875,0.7646484375,0.1337890625,11.85546875,13.06640625,12.40234375,79.39453125,26.07421875,7.32421875,40.72265625,0.05178402273444901
0.9794921875,0.4462890625,0.5185546875,11.85546875,13.06640625,12.40234375,79.39453125,26.07421875,7.32421875,40.72265625,0.032207136090937796
0.9794921875,0.4462890625,0.1337890625,11.38671875,13.06640625,12.40234375,79.39453125,26.07421875,7.32421875,40.72265625,0.09062203978528575
0.9794921875,0.4462890625,0.1337890625,11.85546875,7.51953125,12.40234375,79.39453125,26.07421875,7.32421875,40.72265625,0.049573729081149355
0.9794921875,0.4462890625,0.1337890625,11.85546875,13.06640625,19.78515625,79.39453125,26.07421875,7.32421875,40.72265625,0.029365329965266813
0.9794921875,0.4462890625,0.1337890625,11.85546875,13.06640625,12.40234375,0.68359375,26.07421875,7.32421875,40.72265625,0.0
0.9794921875,0.4462890625,0.1337890625,11.85546875,13.06640625,12.40234375,79.39453125,43.65234375,7.32421875,40.72265625,0.10925165772023998
0.9794921875,0.4462890625,0.1337890625,11.85546875,13.06640625,12.40234375,79.39453125,26.07421875,45.41015625,40.72265625,0.011682980738869593
0.9794921875,0.4462890625,0.1337890625,11.85546875,13.06640625,12.40234375,79.39453125,26.07421875,7.32421875,8.69140625,0.08809598989580045
0.9794921875,0.7646484375,0.5185546875,11.38671875,7.51953125,19.78515625,0.68359375,43.65234375,45.41015625,8.69140625,0.025892011367224504
0.1103515625,0.4462890625,0.5185546875,11.38671875,7.51953125,19.78515625,0.68359375,43.65234375,45.41015625,8.69140625,0.05873065993053363
0.1103515625,0.7646484375,0.1337890625,11.38671875,7.51953125,19.78515625,0.68359375,43.65234375,45.41015625,8.69140625,0.06915061572466057
0.1103515625,0.7646484375,0.5185546875,11.85546875,7.51953125,19.78515625,0.68359375,43.65234375,45.41015625,8.69140625,0.0107357120303126
0.1103515625,0.7646484375,0.5185546875,11.38671875,13.06640625,19.78515625,0.68359375,43.65234375,45.41015625,8.69140625,0.04578465424692137
0.1103515625,0.7646484375,0.5185546875,11.38671875,7.51953125,12.40234375,0.68359375,43.65234375,45.41015625,8.69140625,0.0214714240606252
0.1103515625,0.7646484375,0.5185546875,11.38671875,7.51953125,19.78515625,79.39453125,43.65234375,45.41015625,8.69140625,0.011998736975055258
0.1103515625,0.7646484375,0.5185546875,11.38671875,7.51953125,19.78515625,0.68359375,26.07421875,45.41015625,8.69140625,0.06536154089043258
0.1103515625,0.7646484375,0.5185546875,11.38671875,7.51953125,19.78515625,0.68359375,43.65234375,7.32421875,8.69140625,0.0034733185980423114
0.1103515625,0.7646484375,0.5185546875,11.38671875,7.51953125,19.78515625,0.68359375,43.65234375,45.41015625,40.72265625,0.02494474265866751
0.1103515625,0.7646484375,0.5185546875,11.38671875,7.51953125,19.78515625,0.68359375,43.65234375,45.41015625,8.69140625,0.02494474265866751
0.4794921875,0.9462890625,0.6337890625,1.85546875,3.06640625,2.40234375,29.39453125,76.07421875,57.32421875,90.72265625,0.07009788443321756
0.6103515625,0.9462890625,0.6337890625,1.85546875,3.06640625,2.40234375,29.39453125,76.07421875,57.32421875,90.72265625,0.057151878749605305
0.4794921875,0.2646484375,0.6337890625,1.85546875,3.06640625,2.40234375,29.39453125,76.07421875,57.32421875,90.72265625,0.022102936532996525
0.4794921875,0.9462890625,0.0185546875,1.85546875,3.06640625,2.40234375,29.39453125,76.07421875,57.32421875,90.72265625,0.03473318598042311
0.4794921875,0.9462890625,0.6337890625,1.38671875,3.06640625,2.40234375,29.39453125,76.07421875,57.32421875,90.72265625,0.017366592990211555
0.4794921875,0.9462890625,0.6337890625,1.85546875,17.51953125,2.40234375,29.39453125,76.07421875,57.32421875,90.72265625,0.01894537417113988
0.4794921875,0.9462890625,0.6337890625,1.85546875,3.06640625,9.78515625,29.39453125,76.07421875,57.32421875,90.72265625,0.006630880959898958
0.4794921875,0.9462890625,0.6337890625,1.85546875,3.06640625,2.40234375,50.68359375,76.07421875,57.32421875,90.72265625,0.0366277233975371
0.4794921875,0.9462890625,0.6337890625,1.85546875,3.06640625,2.40234375,29.39453125,93.65234375,57.32421875,90.72265625,0.06030944111146195
0.4794921875,0.9462890625,0.6337890625,1.85546875,3.06640625,2.40234375,29.39453125,76.07421875,95.41015625,90.72265625,0.2772339753710136
0.4794921875,0.9462890625,0.6337890625,1.85546875,3.06640625,2.40234375,29.39453125,76.07421875,57.32421875,58.69140625,0.038838017050836754
0.4794921875,0.2646484375,0.0185546875,1.38671875,17.51953125,9.78515625,50.68359375,93.65234375,95.41015625,58.69140625,0.007893905904641616
0.6103515625,0.9462890625,0.0185546875,1.38671875,17.51953125,9.78515625,50.68359375,93.65234375,95.41015625,58.69140625,0.057467634985790966
0.6103515625,0.2646484375,0.6337890625,1.38671875,17.51953125,9.78515625,50.68359375,93.65234375,95.41015625,58.69140625,0.1831386169876855
0.6103515625,0.2646484375,0.0185546875,1.85546875,17.51953125,9.78515625,50.68359375,93.65234375,95.41015625,58.69140625,0.06157246605620461
0.6103515625,0.2646484375,0.0185546875,1.38671875,3.06640625,9.78515625,50.68359375,93.65234375,95.41015625,58.69140625,0.05241553520682034
0.6103515625,0.2646484375,0.0185546875,1.38671875,17.51953125,2.40234375,50.68359375,93.65234375,95.41015625,58.69140625,0.038838017050836754
0.6103515625,0.2646484375,0.0185546875,1.38671875,17.51953125,9.78515625,29.39453125,93.65234375,95.41015625,58.69140625,0.04546889801073571
0.6103515625,0.2646484375,0.0185546875,1.38671875,17.51953125,9.78515625,50.68359375,76.07421875,95.41015625,58.69140625,0.057467634985790966
0.6103515625,0.2646484375,0.0185546875,1.38671875,17.51953125,9.78515625,50.68359375,93.65234375,57.32421875,58.69140625,0.0050520997789706345
0.6103515625,0.2646484375,0.0185546875,1.38671875,17.51953125,9.78515625,50.68359375,93.65234375,95.41015625,90.72265625,0.028102305020524156
0.6103515625,0.2646484375,0.0185546875,1.38671875,17.51953125,9.78515625,50.68359375,93.65234375,95.41015625,58.69140625,0.00031575623618566466
0.3544921875,0.3212890625,0.7587890625,4.35546875,0.56640625,9.90234375,91.89453125,38.57421875,19.82421875,3.22265625,0.0
0.2353515625,0.3212890625,0.7587890625,4.35546875,0.56640625,9.90234375,91.89453125,38.57421875,19.82421875,3.22265625,0.039153773287022416
0.3544921875,0.3896484375,0.7587890625,4.35546875,0.56640625,9.90234375,91.89453125,38.57421875,19.82421875,3.22265625,0.02715503631196716
0.3544921875,0.3212890625,0.6435546875,4.35546875,0.56640625,9.90234375,91.89453125,38.57421875,19.82421875,3.22265625,0.006315124723713293
0.3544921875,0.3212890625,0.7587890625,8.88671875,0.56640625,9.90234375,91.89453125,38.57421875,19.82421875,3.22265625,0.04325860435743606
0.3544921875,0.3212890625,0.7587890625,4.35546875,15.01953125,9.90234375,91.89453125,38.57421875,19.82421875,3.22265625,0.017366592990211555
0.3544921875,0.3212890625,0.7587890625,4.35546875,0.56640625,7.28515625,91.89453125,38.57421875,19.82421875,3.22265625,0.02083991158825387
0.3544921875,0.3212890625,0.7587890625,4.35546875,0.56640625,9.90234375,63.18359375,38.57421875,19.82421875,3.22265625,0.040101041995579415
0.3544921875,0.3212890625,0.7587890625,4.35546875,0.56640625,9.90234375,91.89453125,81.15234375,19.82421875,3.22265625,0.0050520997789706345
0.3544921875,0.3212890625,0.7587890625,4.35546875,0.56640625,9.90234375,91.89453125,38.57421875,32.91015625,3.22265625,0.05052099778970635
0.3544921875,0.3212890625,0.7587890625,4.35546875,0.56640625,9.90234375,91.89453125,38.57421875,19.82421875,46.19140625,0.10956741395642564
0.3544921875,0.3896484375,0.6435546875,8.88671875,15.01953125,7.28515625,63.18359375,81.15234375,32.91015625,46.19140625,0.07293969055888853
0.2353515625,0.3212890625,0.6435546875,8.88671875,15.01953125,7.28515625,63.18359375,81.15234375,32.91015625,46.19140625,0.05178402273444901
0.2353515625,0.3896484375,0.7587890625,8.88671875,15.01953125,7.28515625,63.18359375,81.15234375,32.91015625,46.19140625,0.001894537417113988
0.2353515625,0.3896484375,0.6435546875,4.35546875,15.01953125,7.28515625,63.18359375,81.15234375,32.91015625,46.19140625,0.038838017050836754
0.2353515625,0.3896484375,0.6435546875,8.88671875,0.56640625,7.28515625,63.18359375,81.15234375,32.91015625,46.19140625,0.08430691506157247
0.2353515625,0.3896484375,0.6435546875,8.88671875,15.01953125,9.90234375,63.18359375,81.15234375,32.91015625,46.19140625,0.14366908746447743
0.2353515625,0.3896484375,0.6435546875,8.88671875,15.01953125,7.28515625,91.89453125,81.15234375,32.91015625,46.19140625,0.008525418377012947
0.2353515625,0.3896484375,0.6435546875,8.88671875,15.01953125,7.28515625,63.18359375,38.57421875,32.91015625,46.19140625,0.03473318598042311
0.2353515625,0.3896484375,0.6435546875,8.88671875,15.01953125,7.28515625,63.18359375,81.15234375,19.82421875,46.19140625,0.1771392485001579
0.2353515625,0.3896484375,0.6435546875,8.88671875,15.01953125,7.28515625,63.18359375,81.15234375,32.91015625,3.22265625,0.017366592990211555
0.2353515625,0.3896484375,0.6435546875,8.88671875,15.01953125,7.28515625,63.18359375,81.15234375,32.91015625,46.19140625,0.01894537417113988
0.8544921875,0.8212890625,0.2587890625,14.35546875,10.56640625,19.90234375,41.89453125,88.57421875,69.82421875,53.22265625,0.040416798231765076
0.7353515625,0.8212890625,0.2587890625,14.35546875,10.56640625,19.90234375,41.89453125,88.57421875,69.82421875,53.22265625,0.017998105462582886
0.8544921875,0.8896484375,0.2587890625,14.35546875,10.56640625,19.90234375,41.89453125,88.57421875,69.82421875,53.22265625,0.08746447742342911
0.8544921875,0.8212890625,0.1435546875,14.35546875,10.56640625,19.90234375,41.89453125,88.57421875,69.82421875,53.22265625,0.13293337543416484
0.8544921875,0.8212890625,0.2587890625,18.88671875,10.56640625,19.90234375,41.89453125,88.57421875,69.82421875,53.22265625,0.02494474265866751
0.8544921875,0.8212890625,0.2587890625,14.35546875,5.01953125,19.90234375,41.89453125,88.57421875,69.82421875,53.22265625,0.1850331544047995
0.8544921875,0.8212890625,0.2587890625,14.35546875,10.56640625,17.28515625,41.89453125,88.57421875,69.82421875,53.22265625,0.21029365329965266
0.8544921875,0.8212890625,0.2587890625,14.35546875,10.56640625,19.90234375,13.18359375,88.57421875,69.82421875,53.22265625,0.007893905904641616
0.8544921875,0.8212890625,0.2587890625,14.35546875,10.56640625,19.90234375,41.89453125,31.15234375,69.82421875,53.22265625,0.0
0.8544921875,0.8212890625,0.2587890625,14.35546875,10.56640625,19.90234375,41.89453125,88.57421875,82.91015625,53.22265625,0.04325860435743606
0.8544921875,0.8212890625,0.2587890625,14.35546875,10.56640625,19.90234375,41.89453125,88.57421875,69.82421875,96.19140625,0.006630880959898958
0.8544921875,0.8896484375,0.1435546875,18.88671875,5.01953125,17.28515625,13.18359375,31.15234375,82.91015625,96.19140625,0.0031575623618566467
0.7353515625,0.8212890625,0.1435546875,18.88671875,5.01953125,17.28515625,13.18359375,31.15234375,82.91015625,96.19140625,0.016103568045468898
0.7353515625,0.8896484375,0.2587890625,18.88671875,5.01953125,17.28515625,13.18359375,31.15234375,82.91015625,96.19140625,0.14145879381117776
0.7353515625,0.8896484375,0.1435546875,14.35546875,5.01953125,17.28515625,13.18359375,31.15234375,82.91015625,96.19140625,0.13514366908746447
0.7353515625,0.8896484375,0.1435546875,18.88671875,10.56640625,17.28515625,13.18359375,31.15234375,82.91015625,96.19140625,0.00473634354278497
0.7353515625,0.8896484375,0.1435546875,18.88671875,5.01953125,19.90234375,13.18359375,31.15234375,82.91015625,96.19140625,0.052731291443006
0.7353515625,0.8896484375,0.1435546875,18.88671875,5.01953125,17.28515625,41.89453125,31.15234375,82.91015625,96.19140625,0.04578465424692137
0.7353515625,0.8896484375,0.1435546875,18.88671875,5.01953125,17.28515625,13.18359375,88.57421875,82.91015625,96.19140625,0.20966214082728135
0.7353515625,0.8896484375,0.1435546875,18.88671875,5.01953125,17.28515625,13.18359375,31.15234375,69.82421875,96.19140625,0.005999368487527629
0.7353515625,0.8896484375,0.1435546875,18.88671875,5.01953125,17.28515625,13.18359375,31.15234375,82.91015625,53.22265625,0.06820334701610357
0.7353515625,0.8896484375,0.1435546875,18.88671875,5.01953125,17.28515625,13.18359375,31.15234375,82.91015625,96.19140625,0.012946005683612252
0.6044921875,0.0712890625,0.5087890625,9.35546875,15.56640625,14.90234375,66.89453125,63.57421875,94.82421875,78.22265625,0.009788443321755604
0.9853515625,0.0712890625,0.5087890625,9.35546875,15.56640625,14.90234375,66.89453125,63.57421875,94.82421875,78.22265625,0.06567729712661825
0.6044921875,0.6396484375,0.5087890625,9.35546875,15.56640625,14.90234375,66.89453125,63.57421875,94.82421875,78.22265625,0.08462267129775813
0.6044921875,0.0712890625,0.8935546875,9.35546875,15.56640625,14.90234375,66.89453125,63.57421875,94.82421875,78.22265625,0.01420903062835491
0.6044921875,0.0712890625,0.5087890625,3.88671875,15.56640625,14.90234375,66.89453125,63.57421875,94.82421875,78.22265625,0.047679191664035364
0.6044921875,0.0712890625,0.5087890625,9.35546875,0.01953125,14.90234375,66.89453125,63.57421875,94.82421875,78.22265625,0.0
0.6044921875,0.0712890625,0.5087890625,9.35546875,15.56640625,2.28515625,66.89453125,63.57421875,94.82421875,78.22265625,0.04357436059362172
0.6044921875,0.0712890625,0.5087890625,9.35546875,15.56640625,14.90234375,38.18359375,63.57421875,94.82421875,78.22265625,0.02778654878433849
0.6044921875,0.0712890625,0.5087890625,9.35546875,15.56640625,14.90234375,66.89453125,56.15234375,94.82421875,78.22265625,0.09251657720239975
0.6044921875,0.0712890625,0.5087890625,9.35546875,15.56640625,14.90234375,66.89453125,63.57421875,57.91015625,78.22265625,0.18819071676665614
0.6044921875,0.0712890625,0.5087890625,9.35546875,15.56640625,14.90234375,66.89453125,63.57421875,94.82421875,21.19140625,0.010419955794126934
0.6044921875,0.6396484375,0.8935546875,3.88671875,0.01953125,2.28515625,38.18359375,56.15234375,57.91015625,21.19140625,0.0006315124723713293
0.9853515625,0.0712890625,0.8935546875,3.88671875,0.01953125,2.28515625,38.18359375,56.15234375,57.91015625,21.19140625,0.031575623618566466
0.9853515625,0.6396484375,0.5087890625,3.88671875,0.01953125,2.28515625,38.18359375,56.15234375,57.91015625,21.19140625,0.03599621092516577
0.9853515625,0.6396484375,0.8935546875,9.35546875,0.01953125,2.28515625,38.18359375,56.15234375,57.91015625,21.19140625,0.048942216608778025
