delta,tau,gamma,beta_s,beta_h,beta_c,c_w,c_c,r_w,r_c,y
0.4775390625,0.3662109375,0.6826171875,17.16796875,15.17578125,1.30859375,37.40234375,13.18359375,94.62890625,93.84765625,0.3487049905243209
0.4775390625,0.3662109375,0.6826171875,17.16796875,15.17578125,6.50390625,11.42578125,13.18359375,94.62890625,93.84765625,0.3566013897662666
0.4775390625,0.3662109375,0.6826171875,17.16796875,15.17578125,6.50390625,37.40234375,40.91796875,94.62890625,93.84765625,0.1348704990524321
0.4775390625,0.3662109375,0.6826171875,17.16796875,15.17578125,6.50390625,37.40234375,13.18359375,87.79296875,93.84765625,0.5833859759949463
0.4775390625,0.3662109375,0.6826171875,17.16796875,15.17578125,6.50390625,37.40234375,13.18359375,94.62890625,41.50390625,0.2454200884396715
0.4775390625,0.3662109375,0.6826171875,17.16796875,15.17578125,6.50390625,37.40234375,13.18359375,94.62890625,93.84765625,0.18351231838281742
0.7529296875,0.0009765625,0.7041015625,14.82421875,14.16015625,6.30859375,86.42578125,15.91796875,62.79296875,16.50390625,0.05211623499684144
0.2275390625,0.0009765625,0.7041015625,14.82421875,14.16015625,6.30859375,86.42578125,15.91796875,62.79296875,16.50390625,0.483575489576753
0.7529296875,0.1162109375,0.7041015625,14.82421875,14.16015625,6.30859375,86.42578125,15.91796875,62.79296875,16.50390625,0.27763739734680987
0.7529296875,0.0009765625,0.4326171875,14.82421875,14.16015625,6.30859375,86.42578125,15.91796875,62.79296875,16.50390625,0.11307643714466203
0.7529296875,0.0009765625,0.7041015625,2.16796875,14.16015625,6.30859375,86.42578125,15.91796875,62.79296875,16.50390625,0.10044219835754896
0.7529296875,0.0009765625,0.7041015625,14.82421875,10.17578125,6.30859375,86.42578125,15.91796875,62.79296875,16.50390625,0.3616550852811118
0.7529296875,0.0009765625,0.7041015625,14.82421875,14.16015625,11.50390625,86.42578125,15.91796875,62.79296875,16.50390625,0.18130132659507264
0.7529296875,0.0009765625,0.7041015625,14.82421875,14.16015625,6.30859375,12.40234375,15.91796875,62.79296875,16.50390625,0.3496525584333544
0.7529296875,0.0009765625,0.7041015625,14.82421875,14.16015625,6.30859375,86.42578125,88.18359375,62.79296875,16.50390625,0.37965887555274797
0.7529296875,0.0009765625,0.7041015625,14.82421875,14.16015625,6.30859375,86.42578125,15.91796875,69.62890625,16.50390625,0.08717624763108023
0.7529296875,0.0009765625,0.7041015625,14.82421875,14.16015625,6.30859375,86.42578125,15.91796875,62.79296875,18.84765625,0.6209728363866077
0.7529296875,0.1162109375,0.4326171875,2.16796875,10.17578125,11.50390625,12.40234375,88.18359375,69.62890625,18.84765625,0.4693619709412508
0.2275390625,0.0009765625,0.4326171875,2.16796875,10.17578125,11.50390625,12.40234375,88.18359375,69.62890625,18.84765625,0.5221099178774479
0.2275390625,0.1162109375,0.7041015625,2.16796875,10.17578125,11.50390625,12.40234375,88.18359375,69.62890625,18.84765625,0.5622236260265319
0.2275390625,0.1162109375,0.4326171875,14.82421875,10.17578125,11.50390625,12.40234375,88.18359375,69.62890625,18.84765625,0.3168035375868604
0.2275390625,0.1162109375,0.4326171875,2.16796875,14.16015625,11.50390625,12.40234375,88.18359375,69.62890625,18.84765625,0.6348704990524321
0.2275390625,0.1162109375,0.4326171875,2.16796875,10.17578125,6.30859375,12.40234375,88.18359375,69.62890625,18.84765625,0.34207201516108654
0.2275390625,0.1162109375,0.4326171875,2.16796875,10.17578125,11.50390625,86.42578125,88.18359375,69.62890625,18.84765625,0.3458622867972205
0.2275390625,0.1162109375,0.4326171875,2.16796875,10.17578125,11.50390625,12.40234375,15.91796875,69.62890625,18.84765625,0.2978521794061908
0.2275390625,0.1162109375,0.4326171875,2.16796875,10.17578125,11.50390625,12.40234375,88.18359375,62.79296875,18.84765625,0.7507896399241946
0.2275390625,0.1162109375,0.4326171875,2.16796875,10.17578125,11.50390625,12.40234375,88.18359375,69.62890625,16.50390625,0.3793430195830701
0.2275390625,0.1162109375,0.4326171875,2.16796875,10.17578125,11.50390625,12.40234375,88.18359375,69.62890625,18.84765625,0.6355022109917877
0.2529296875,0.5009765625,0.2041015625,4.82421875,4.16015625,16.30859375,36.42578125,65.91796875,12.79296875,66.50390625,0.65698041692988
0.7275390625,0.5009765625,0.2041015625,4.82421875,4.16015625,16.30859375,36.42578125,65.91796875,12.79296875,66.50390625,0.4396715097915351
0.2529296875,0.6162109375,0.2041015625,4.82421875,4.16015625,16.30859375,36.42578125,65.91796875,12.79296875,66.50390625,0.08275426405559065
0.2529296875,0.5009765625,0.9326171875,4.82421875,4.16015625,16.30859375,36.42578125,65.91796875,12.79296875,66.50390625,0.5284270372710044
0.2529296875,0.5009765625,0.2041015625,12.16796875,4.16015625,16.30859375,36.42578125,65.91796875,12.79296875,66.50390625,0.633291219204043
0.2529296875,0.5009765625,0.2041015625,4.82421875,0.17578125,16.30859375,36.42578125,65.91796875,12.79296875,66.50390625,0.24384080859128238
0.2529296875,0.5009765625,0.2041015625,4.82421875,4.16015625,1.50390625,36.42578125,65.91796875,12.79296875,66.50390625,0.6904611497157296
0.2529296875,0.5009765625,0.2041015625,4.82421875,4.16015625,16.30859375,62.40234375,65.91796875,12.79296875,66.50390625,0.6705622236260266
0.2529296875,0.5009765625,0.2041015625,4.82421875,4.16015625,16.30859375,36.42578125,38.18359375,12.79296875,66.50390625,0.10675931775110549
0.2529296875,0.5009765625,0.2041015625,4.82421875,4.16015625,16.30859375,36.42578125,65.91796875,19.62890625,66.50390625,0.6655085281111813
0.2529296875,0.5009765625,0.2041015625,4.82421875,4.16015625,16.30859375,36.42578125,65.91796875,12.79296875,68.84765625,0.22678458622867972
0.2529296875,0.6162109375,0.9326171875,12.16796875,0.17578125,1.50390625,62.40234375,38.18359375,19.62890625,68.84765625,0.5773847125710676
0.7275390625,0.5009765625,0.9326171875,12.16796875,0.17578125,1.50390625,62.40234375,38.18359375,19.62890625,68.84765625,0.598547062539482
0.7275390625,0.6162109375,0.2041015625,12.16796875,0.17578125,1.50390625,62.40234375,38.18359375,19.62890625,68.84765625,0.48989260897030956
0.7275390625,0.6162109375,0.9326171875,4.82421875,0.17578125,1.50390625,62.40234375,38.18359375,19.62890625,68.84765625,0.5846493998736576
0.7275390625,0.6162109375,0.9326171875,12.16796875,4.16015625,1.50390625,62.40234375,38.18359375,19.62890625,68.84765625,0.47725837018319645
0.7275390625,0.6162109375,0.9326171875,12.16796875,0.17578125,16.30859375,62.40234375,38.18359375,19.62890625,68.84765625,0.1396083385975995
0.7275390625,0.6162109375,0.9326171875,12.16796875,0.17578125,1.50390625,36.42578125,38.18359375,19.62890625,68.84765625,0.33607075173720785
0.7275390625,0.6162109375,0.9326171875,12.16796875,0.17578125,1.50390625,62.40234375,65.91796875,19.62890625,68.84765625,0.33164876816171823
0.7275390625,0.6162109375,0.9326171875,12.16796875,0.17578125,1.50390625,62.40234375,38.18359375,12.79296875,68.84765625,0.5868603916614024
0.7275390625,0.6162109375,0.9326171875,12.16796875,0.17578125,1.50390625,62.40234375,38.18359375,19.62890625,66.50390625,0.312065698041693
0.7275390625,0.6162109375,0.9326171875,12.16796875,0.17578125,1.50390625,62.40234375,38.18359375,19.62890625,68.84765625,0.5341124447252054
0.3779296875,0.1259765625,0.3291015625,2.32421875,1.66015625,13.80859375,98.92578125,3.41796875,50.29296875,29.00390625,0.2981680353758686
0.1025390625,0.1259765625,0.3291015625,2.32421875,1.66015625,13.80859375,98.92578125,3.41796875,50.29296875,29.00390625,0.026531901452937462
0.3779296875,0.7412109375,0.3291015625,2.32421875,1.66015625,13.80859375,98.92578125,3.41796875,50.29296875,29.00390625,0.20593809222994314
0.3779296875,0.1259765625,0.3076171875,2.32421875,1.66015625,13.80859375,98.92578125,3.41796875,50.29296875,29.00390625,0.09380922299431459
0.3779296875,0.1259765625,0.3291015625,19.66796875,1.66015625,13.80859375,98.92578125,3.41796875,50.29296875,29.00390625,0.2552116234996841
0.3779296875,0.1259765625,0.3291015625,2.32421875,2.67578125,13.80859375,98.92578125,3.41796875,50.29296875,29.00390625,0.027479469361970942
0.3779296875,0.1259765625,0.3291015625,2.32421875,1.66015625,4.00390625,98.92578125,3.41796875,50.29296875,29.00390625,0.33417561591914086
0.3779296875,0.1259765625,0.3291015625,2.32421875,1.66015625,13.80859375,74.90234375,3.41796875,50.29296875,29.00390625,0.17940619077700568
0.3779296875,0.1259765625,0.3291015625,2.32421875,1.66015625,13.80859375,98.92578125,25.68359375,50.29296875,29.00390625,0.17182564750473783
0.3779296875,0.1259765625,0.3291015625,2.32421875,1.66015625,13.80859375,98.92578125,3.41796875,57.12890625,29.00390625,0.16929879974731524
0.3779296875,0.1259765625,0.3291015625,2.32421875,1.66015625,13.80859375,98.92578125,3.41796875,50.29296875,31.34765625,0.09444093493367024
0.3779296875,0.7412109375,0.3076171875,19.66796875,2.67578125,4.00390625,74.90234375,25.68359375,57.12890625,31.34765625,0.27732154137713205
0.1025390625,0.1259765625,0.3076171875,19.66796875,2.67578125,4.00390625,74.90234375,25.68359375,57.12890625,31.34765625,0.4235628553379659
0.1025390625,0.7412109375,0.3291015625,19.66796875,2.67578125,4.00390625,74.90234375,25.68359375,57.12890625,31.34765625,0.10991787744788377
0.1025390625,0.7412109375,0.3076171875,2.32421875,2.67578125,4.00390625,74.90234375,25.68359375,57.12890625,31.34765625,0.20277953253316489
0.1025390625,0.7412109375,0.3076171875,19.66796875,1.66015625,4.00390625,74.90234375,25.68359375,57.12890625,31.34765625,0.5268477574226152
0.1025390625,0.7412109375,0.3076171875,19.66796875,2.67578125,13.80859375,74.90234375,25.68359375,57.12890625,31.34765625,0.28679722046746686
0.1025390625,0.7412109375,0.3076171875,19.66796875,2.67578125,4.00390625,98.92578125,25.68359375,57.12890625,31.34765625,0.13329121920404297
0.1025390625,0.7412109375,0.3076171875,19.66796875,2.67578125,4.00390625,74.90234375,3.41796875,57.12890625,31.34765625,0.1020214782059381
0.1025390625,0.7412109375,0.3076171875,19.66796875,2.67578125,4.00390625,74.90234375,25.68359375,50.29296875,31.34765625,0.43682880606443464
0.1025390625,0.7412109375,0.3076171875,19.66796875,2.67578125,4.00390625,74.90234375,25.68359375,57.12890625,29.00390625,0.35281111813013266
0.1025390625,0.7412109375,0.3076171875,19.66796875,2.67578125,4.00390625,74.90234375,25.68359375,57.12890625,31.34765625,0.11244472520530638
0.8779296875,0.6259765625,0.8291015625,12.32421875,11.66015625,3.80859375,48.92578125,53.41796875,0.29296875,79.00390625,0.425142135186355
0.6025390625,0.6259765625,0.8291015625,12.32421875,11.66015625,3.80859375,48.92578125,53.41796875,0.29296875,79.00390625,0.5982312065698042
0.8779296875,0.2412109375,0.8291015625,12.32421875,11.66015625,3.80859375,48.92578125,53.41796875,0.29296875,79.00390625,0.6247631080227416
0.8779296875,0.6259765625,0.8076171875,12.32421875,11.66015625,3.80859375,48.92578125,53.41796875,0.29296875,79.00390625,0.5795957043588124
0.8779296875,0.6259765625,0.8291015625,9.66796875,11.66015625,3.80859375,48.92578125,53.41796875,0.29296875,79.00390625,0.23278584965255844
0.8779296875,0.6259765625,0.8291015625,12.32421875,12.67578125,3.80859375,48.92578125,53.41796875,0.29296875,79.00390625,0.31522425773847124
0.8779296875,0.6259765625,0.8291015625,12.32421875,11.66015625,14.00390625,48.92578125,53.41796875,0.29296875,79.00390625,0.3572331017056222
0.8779296875,0.6259765625,0.8291015625,12.32421875,11.66015625,3.80859375,24.90234375,53.41796875,0.29296875,79.00390625,0.037271004421983576
0.8779296875,0.6259765625,0.8291015625,12.32421875,11.66015625,3.80859375,48.92578125,75.68359375,0.29296875,79.00390625,0.3566013897662666
0.8779296875,0.6259765625,0.8291015625,12.32421875,11.66015625,3.80859375,48.92578125,53.41796875,7.12890625,79.00390625,0.7201516108654453
0.8779296875,0.6259765625,0.8291015625,12.32421875,11.66015625,3.80859375,48.92578125,53.41796875,0.29296875,81.34765625,0.43840808591282376
0.8779296875,0.2412109375,0.8076171875,9.66796875,12.67578125,14.00390625,24.90234375,75.68359375,7.12890625,81.34765625,0.5435881238155401
0.6025390625,0.6259765625,0.8076171875,9.66796875,12.67578125,14.00390625,24.90234375,75.68359375,7.12890625,81.34765625,0.6901452937460518
0.6025390625,0.2412109375,0.8291015625,9.66796875,12.67578125,14.00390625,24.90234375,75.68359375,7.12890625,81.34765625,0.026216045483259634
0.6025390625,0.2412109375,0.8076171875,12.32421875,12.67578125,14.00390625,24.90234375,75.68359375,7.12890625,81.34765625,0.4469361970941251
0.6025390625,0.2412109375,0.8076171875,9.66796875,11.66015625,14.00390625,24.90234375,75.68359375,7.12890625,81.34765625,0.6462413139608338
0.6025390625,0.2412109375,0.8076171875,9.66796875,12.67578125,3.80859375,24.90234375,75.68359375,7.12890625,81.34765625,0.1348704990524321
0.6025390625,0.2412109375,0.8076171875,9.66796875,12.67578125,14.00390625,48.92578125,75.68359375,7.12890625,81.34765625,0.5259001895135819
0.6025390625,0.2412109375,0.8076171875,9.66796875,12.67578125,14.00390625,24.90234375,53.41796875,7.12890625,81.34765625,0.26816171825647506
0.6025390625,0.2412109375,0.8076171875,9.66796875,12.67578125,14.00390625,24.90234375,75.68359375,0.29296875,81.34765625,0.5780164245104232
0.6025390625,0.2412109375,0.8076171875,9.66796875,12.67578125,14.00390625,24.90234375,75.68359375,7.12890625,79.00390625,0.22710044219835754
0.6025390625,0.2412109375,0.8076171875,9.66796875,12.67578125,14.00390625,24.90234375,75.68359375,7.12890625,81.34765625,0.5660138976626659
0.6279296875,0.3759765625,0.0791015625,7.32421875,16.66015625,8.80859375,73.92578125,78.41796875,25.29296875,54.00390625,0.3727100442198358
0.8525390625,0.3759765625,0.0791015625,7.32421875,16.66015625,8.80859375,73.92578125,78.41796875,25.29296875,54.00390625,0.4080859128237524
0.6279296875,0.4912109375,0.0791015625,7.32421875,16.66015625,8.80859375,73.92578125,78.41796875,25.29296875,54.00390625,0.6073910296904611
0.6279296875,0.3759765625,0.0576171875,7.32421875,16.66015625,8.80859375,73.92578125,78.41796875,25.29296875,54.00390625,0.3556538218572331
0.6279296875,0.3759765625,0.0791015625,14.66796875,16.66015625,8.80859375,73.92578125,78.41796875,25.29296875,54.00390625,0.3461781427668983
0.6279296875,0.3759765625,0.0791015625,7.32421875,17.67578125,8.80859375,73.92578125,78.41796875,25.29296875,54.00390625,0.48168035375868606
0.6279296875,0.3759765625,0.0791015625,7.32421875,16.66015625,9.00390625,73.92578125,78.41796875,25.29296875,54.00390625,0.5176879343019583
0.6279296875,0.3759765625,0.0791015625,7.32421875,16.66015625,8.80859375,49.90234375,78.41796875,25.29296875,54.00390625,0.6263423878711307
0.6279296875,0.3759765625,0.0791015625,7.32421875,16.66015625,8.80859375,73.92578125,0.68359375,25.29296875,54.00390625,0.2539481996209728
0.6279296875,0.3759765625,0.0791015625,7.32421875,16.66015625,8.80859375,73.92578125,78.41796875,32.12890625,54.00390625,0.5814908401768794
0.6279296875,0.3759765625,0.0791015625,7.32421875,16.66015625,8.80859375,73.92578125,78.41796875,25.29296875,6.34765625,0.4140871762476311
0.6279296875,0.4912109375,0.0576171875,14.66796875,17.67578125,9.00390625,49.90234375,0.68359375,32.12890625,6.34765625,0.1863550221099179
0.8525390625,0.3759765625,0.0576171875,14.66796875,17.67578125,9.00390625,49.90234375,0.68359375,32.12890625,6.34765625,0.002526847757422615
0.8525390625,0.4912109375,0.0791015625,14.66796875,17.67578125,9.00390625,49.90234375,0.68359375,32.12890625,6.34765625,0.036007580543272265
0.8525390625,0.4912109375,0.0576171875,7.32421875,17.67578125,9.00390625,49.90234375,0.68359375,32.12890625,6.34765625,0.008528111181301326
0.8525390625,0.4912109375,0.0576171875,14.66796875,16.66015625,9.00390625,49.90234375,0.68359375,32.12890625,6.34765625,0.13866077068856603
0.8525390625,0.4912109375,0.0576171875,14.66796875,17.67578125,8.80859375,49.90234375,0.68359375,32.12890625,6.34765625,0.018003790271636132
0.8525390625,0.4912109375,0.0576171875,14.66796875,17.67578125,9.00390625,73.92578125,0.68359375,32.12890625,6.34765625,0.08970309538850284
0.8525390625,0.4912109375,0.0576171875,14.66796875,17.67578125,9.00390625,49.90234375,78.41796875,32.12890625,6.34765625,0.10833859759949463
0.8525390625,0.4912109375,0.0576171875,14.66796875,17.67578125,9.00390625,49.90234375,0.68359375,25.29296875,6.34765625,0.14024005053695515
0.8525390625,0.4912109375,0.0576171875,14.66796875,17.67578125,9.00390625,49.90234375,0.68359375,32.12890625,54.00390625,0.25994946304485156
0.8525390625,0.4912109375,0.0576171875,14.66796875,17.67578125,9.00390625,49.90234375,0.68359375,32.12890625,6.34765625,0.27732154137713205
0.1279296875,0.8759765625,0.5791015625,17.32421875,6.66015625,18.80859375,23.92578125,28.41796875,75.29296875,4.00390625,0.17119393556538218
0.3525390625,0.8759765625,0.5791015625,17.32421875,6.66015625,18.80859375,23.92578125,28.41796875,75.29296875,4.00390625,0.22141503474415666
0.1279296875,0.9912109375,0.5791015625,17.32421875,6.66015625,18.80859375,23.92578125,28.41796875,75.29296875,4.00390625,0.34365129500947567
0.1279296875,0.8759765625,0.5576171875,17.32421875,6.66015625,18.80859375,23.92578125,28.41796875,75.29296875,4.00390625,0.2545799115603285
0.1279296875,0.8759765625,0.5791015625,4.66796875,6.66015625,18.80859375,23.92578125,28.41796875,75.29296875,4.00390625,0.08180669614655717
0.1279296875,0.8759765625,0.5791015625,17.32421875,7.67578125,18.80859375,23.92578125,28.41796875,75.29296875,4.00390625,0.27763739734680987
0.1279296875,0.8759765625,0.5791015625,17.32421875,6.66015625,19.00390625,23.92578125,28.41796875,75.29296875,4.00390625,0.35060012634238785
0.1279296875,0.8759765625,0.5791015625,17.32421875,6.66015625,18.80859375,99.90234375,28.41796875,75.29296875,4.00390625,0.37713202779532534
0.1279296875,0.8759765625,0.5791015625,17.32421875,6.66015625,18.80859375,23.92578125,50.68359375,75.29296875,4.00390625,0.12223626026531902
0.1279296875,0.8759765625,0.5791015625,17.32421875,6.66015625,18.80859375,23.92578125,28.41796875,82.12890625,4.00390625,0.43524952621604546
0.1279296875,0.8759765625,0.5791015625,17.32421875,6.66015625,18.80859375,23.92578125,28.41796875,75.29296875,56.34765625,0.06980416929879975
0.1279296875,0.9912109375,0.5576171875,4.66796875,7.67578125,19.00390625,99.90234375,50.68359375,82.12890625,56.34765625,0.777321541377132
0.3525390625,0.8759765625,0.5576171875,4.66796875,7.67578125,19.00390625,99.90234375,50.68359375,82.12890625,56.34765625,0.7242577384712571
0.3525390625,0.9912109375,0.5791015625,4.66796875,7.67578125,19.00390625,99.90234375,50.68359375,82.12890625,56.34765625,0.5442198357548957
0.3525390625,0.9912109375,0.5576171875,17.32421875,7.67578125,19.00390625,99.90234375,50.68359375,82.12890625,56.34765625,0.41850915982312065
0.3525390625,0.9912109375,0.5576171875,4.66796875,6.66015625,19.00390625,99.90234375,50.68359375,82.12890625,56.34765625,0.15634870499052433
0.3525390625,0.9912109375,0.5576171875,4.66796875,7.67578125,18.80859375,99.90234375,50.68359375,82.12890625,56.34765625,0.5994946304485155
0.3525390625,0.9912109375,0.5576171875,4.66796875,7.67578125,19.00390625,23.92578125,50.68359375,82.12890625,56.34765625,0.24952621604548325
0.3525390625,0.9912109375,0.5576171875,4.66796875,7.67578125,19.00390625,99.90234375,28.41796875,82.12890625,56.34765625,0.6471888818698673
0.3525390625,0.9912109375,0.5576171875,4.66796875,7.67578125,19.00390625,99.90234375,50.68359375,75.29296875,56.34765625,0.22362602653190145
0.3525390625,0.9912109375,0.5576171875,4.66796875,7.67578125,19.00390625,99.90234375,50.68359375,82.12890625,4.00390625,0.21162349968414404
0.3525390625,0.9912109375,0.5576171875,4.66796875,7.67578125,19.00390625,99.90234375,50.68359375,82.12890625,56.34765625,0.1737207833228048
0.1904296875,0.0634765625,0.0166015625,11.07421875,17.91015625,15.05859375,92.67578125,9.66796875,56.54296875,72.75390625,0.049273531269740996
0.2900390625,0.0634765625,0.0166015625,11.07421875,17.91015625,15.05859375,92.67578125,9.66796875,56.54296875,72.75390625,0.3654453569172457
0.1904296875,0.8037109375,0.0166015625,11.07421875,17.91015625,15.05859375,92.67578125,9.66796875,56.54296875,72.75390625,0.5451674036639292
0.1904296875,0.0634765625,0.8701171875,11.07421875,17.91015625,15.05859375,92.67578125,9.66796875,56.54296875,72.75390625,0.3060644346178143
0.1904296875,0.0634765625,0.0166015625,13.41796875,17.91015625,15.05859375,92.67578125,9.66796875,56.54296875,72.75390625,0.14845230574857865
0.1904296875,0.0634765625,0.0166015625,11.07421875,11.42578125,15.05859375,92.67578125,9.66796875,56.54296875,72.75390625,0.2523689197725837
0.1904296875,0.0634765625,0.0166015625,11.07421875,17.91015625,2.75390625,92.67578125,9.66796875,56.54296875,72.75390625,0.3111181301326595
0.1904296875,0.0634765625,0.0166015625,11.07421875,17.91015625,15.05859375,6.15234375,9.66796875,56.54296875,72.75390625,0.2602653190145294
0.1904296875,0.0634765625,0.0166015625,11.07421875,17.91015625,15.05859375,92.67578125,44.43359375,56.54296875,72.75390625,0.5205306380290587
0.1904296875,0.0634765625,0.0166015625,11.07421875,17.91015625,15.05859375,92.67578125,9.66796875,50.87890625,72.75390625,0.3992419456727732
0.1904296875,0.0634765625,0.0166015625,11.07421875,17.91015625,15.05859375,92.67578125,9.66796875,56.54296875,12.59765625,0.30195830701200255
0.1904296875,0.8037109375,0.8701171875,13.41796875,11.42578125,2.75390625,6.15234375,44.43359375,50.87890625,12.59765625,0.5805432722678459
0.2900390625,0.0634765625,0.8701171875,13.41796875,11.42578125,2.75390625,6.15234375,44.43359375,50.87890625,12.59765625,0.6547694251421352
0.2900390625,0.8037109375,0.0166015625,13.41796875,11.42578125,2.75390625,6.15234375,44.43359375,50.87890625,12.59765625,0.1443461781427669
0.2900390625,0.8037109375,0.8701171875,11.07421875,11.42578125,2.75390625,6.15234375,44.43359375,50.87890625,12.59765625,0.37586860391661403
0.2900390625,0.8037109375,0.8701171875,13.41796875,17.91015625,2.75390625,6.15234375,44.43359375,50.87890625,12.59765625,0.11181301326595072
